 ;Produto;Código;Unidade;NCM;"&nbsp;";Categoria;Família;Fabricante;Part Number;CEST;Código de Barras;Classe Tributacao
2053230;ATLAS ESPATULA RETA. DRYWALL INOX '10' AT6455/10;001526;UN;82055900;;GERAL;;;;;7896380104352;TRIBUTADO (CSOSN 102)
2053342;ATLAS ESPATULA RETA. DRYWALL INOX '12' AT6455/12;001638;UN;82055900;;GERAL;;;;;7896380104369;TRIBUTADO (CSOSN 102)
2053231;ATLAS ESPATULA RETA. DRYWALL INOX '8' AT6455/8;001527;UN;82055900;;GERAL;;;;;7896380104345;TRIBUTADO (CSOSN 102)
2053526;ATLAS ESPONJA ABRASIVA 120X95 MEDIA AT18/180;001822;UN;68053090;;GERAL;;;;;7896380108671;TRIBUTADO (CSOSN 102)
2053521;ATLAS ESPUMA MULTIUSO DE POLIESTER 102;001817;UN;39211390;;GERAL;;;;;7896380191185;TRIBUTADO (CSOSN 102)
2051836;ATLAS ESTILETE AMARELO 175/2;000132;UN;82119390;;GERAL;;;;;7896380173310;NÃO TRIBUTADO (CSOSN 400)
2052015;ATLAS ESTILETE EMBORRACHADO PROF. AT175/3;000311;UN;39269090;;GERAL;;;;;7896380150397;NÃO TRIBUTADO (CSOSN 400)
2053566;ATLAS ESTILETE TRAPE CABO ALUMINIO AT1408;001862;UN;82119390;;GERAL;;;;;7896380109708;TRIBUTADO (CSOSN 102)
2053141;ATLAS EXTENSOR DE ACO 2M 1600;001437;UN;73269090;;GERAL;;;;;7896380170586;TRIBUTADO (CSOSN 102)
2053140;ATLAS EXTENSOR DE ACO 3M 1700;001436;UN;73269090;;GERAL;;;;;7896380170999;TRIBUTADO (CSOSN 102)
2051833;ATLAS EXTENSOR FIBRA PROFIMASTER 5M REF:18005;000129;UN;70199000;;GERAL;;;;;7896380170449;NÃO TRIBUTADO (CSOSN 400)
2053363;ATLAS EXTENSOR FIBRA/ALUMINIIO 2,4M AT18024;001659;UN;70199000;;GERAL;;;;;7896380104314;TRIBUTADO (CSOSN 102)
2053362;ATLAS EXTENSOR FIBRA/ALUMINIO 1,3M AT18013;001658;UN;70199000;;GERAL;;;;;7896003894530;TRIBUTADO (CSOSN 102)
2053364;ATLAS EXTENSOR FIBRA/ALUMINIO 4M AT18004;001660;UN;70199000;;GERAL;;;;;7896380104307;TRIBUTADO (CSOSN 102)
2053135;ATLAS EXTRA PELE DE CARNEIRO 23CM 322/22;001431;UN;96034010;;GERAL;;;;;7896380150182;TRIBUTADO (CSOSN 102)
2053037;ATLAS FIBRA ABRASIVA ACABAMENTOS 115X290MM AT95/10;001333;UN;68053090;;LIXA;;;;;7896003895032;TRIBUTADO (CSOSN 102)
2053035;ATLAS FIBRA ABRASIVA FERRUGEM 115X290M AT95/30;001331;UN;68053090;;LIXA;;;;;7896003895056;TRIBUTADO (CSOSN 102)
2053036;ATLAS FIBRA ABRASIVA MADEIRA 115X290MM AT95/20;001332;UN;68053090;;LIXA;;;;;7896003895049;TRIBUTADO (CSOSN 102)
2053034;ATLAS FIBRA ABRASIVA POS-OBRA 115X290MM AT95/40;001330;UN;68053090;;LIXA;;;;;7896003895063;TRIBUTADO (CSOSN 102)
2051870;ATLAS FITA ANTIDERRAPANTE PRETA;000166;UN;68053090;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051871;ATLAS FITA ANTIDERRAPANTE TRANSPARENTE;000167;UN;68053090;;GERAL;;;;;7896380101863;NÃO TRIBUTADO (CSOSN 400)
2051872;ATLAS FITA SINALIZACAO;000168;UN;39201010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051926;ATLAS FITA SINALIZACAO PLASTICA 65MMX150M;000222;UN;39201010;;GERAL;;;;;7896380153022;NÃO TRIBUTADO (CSOSN 400)
2051894;ATLAS FITA TELADA PARA DRYWALL 45M;000190;UN;70195100;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2053065;ATLAS FITA TELADA REPAROS 100MMX20M;001361;UN;70196900;;FITA;;;;;7896380105205;TRIBUTADO (CSOSN 102)
2053066;ATLAS FITA TELADA REPAROS 50MMX45M;001362;UN;70196900;;FITA;;;;;7896380104376;TRIBUTADO (CSOSN 102)
2051883;ATLAS FITA VEDA ROSCA 12MMX10M;000179;UN;39209990;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051978;ATLAS GARFO BUCHA C/ROSCA ACO 330/23R;000274;UN;73269090;;GERAL;;;;;7896380192038;NÃO TRIBUTADO (CSOSN 400)
2053133;ATLAS GARFO BUCHA S/ROSCA ACO 330/23SR;001429;UN;73269090;;GERAL;;;;;7896380192045;TRIBUTADO (CSOSN 102)
2053569;ATLAS GARFO COMFORT GAIOLA ACO 400/23;001865;UN;73269090;;GERAL;;;;;7896380192502;TRIBUTADO (CSOSN 102)
2051830;ATLAS GARFO GAIOLA C/ROSCA 400/23R;000126;UN;73269090;;GERAL;;;;;7896380194650;NÃO TRIBUTADO (CSOSN 400)
2053055;ATLAS GARFO GAIOLA S/R ACO 400/23SR;001351;UN;73269090;;GERAL;;;;;7896380192519;TRIBUTADO (CSOSN 102)
2051989;ATLAS GARFO GAIOLA 5 ARAMES 23CM AT550/23R;000285;UN;73269090;;GERAL;;;;;7896380195428;TRIBUTADO (CSOSN 102)
2053175;ATLAS GOL PELE DE CARN 23CM 923/19;001471;UN;96034010;;GERAL;;;;;7896380191031;TRIBUTADO (CSOSN 102)
2051867;ATLAS KIT 3 PECAS REF:1001;000163;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051977;ATLAS KIT 3 PECAS RENDEPLUS 2004;000273;UN;96034010;;GERAL;;;;;7896380100576;NÃO TRIBUTADO (CSOSN 400)
2051976;ATLAS KIT 5 PECAS LACARNEIRO 1002;000272;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051866;ATLAS KIT 5 PECAS REF:AT1002;000162;UN;96034090;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2053519;ATLAS LIXA DISCO ABRASIVO DE PAPEL 180 GRAO 120;001815;UN;68052000;;LIXA;;;;;7896380109821;TRIBUTADO (CSOSN 102)
2053219;ATLAS LIXA DISCO ABRASIVO 225MM GRAO '120';001515;UN;68052000;;LIXA;;;;;SEM GTIN;TRIBUTADO (CSOSN 102)
2053220;ATLAS LIXA DISCO ABRASIVO 225MM GRAO '150';001516;UN;68052000;;LIXA;;;;;7896380108244;TRIBUTADO (CSOSN 102)
2053218;ATLAS LIXA DISCO ABRASIVO 225MM GRAO '180';001514;UN;68052000;;LIXA;;;;;7896380108251;TRIBUTADO (CSOSN 102)
2053217;ATLAS LIXA DISCO ABRASIVO 225MM GRAO '220';001513;UN;68052000;;LIXA;;;;;7896380108268;TRIBUTADO (CSOSN 102)
2053256;ATLAS LIXA DISCO ABRASIVO 225MM GRAO 80 ( UNIDADE );001552;UN;68052000;;LIXA;;;;;SEM GTIN;TRIBUTADO (CSOSN 102)
2053221;ATLAS LIXA DISCO ABRASIVO 225MM GRAO '80' 5PCS;001517;UN;68052000;;LIXA;;;;;7896003895896;TRIBUTADO (CSOSN 102)
2051899;ATLAS LIXA TELADA DISCO 150 GRAO 120 AT13/120;000195;UN;68051000;;LIXA;;;;;7896380108084;TRIBUTADO (CSOSN 102)
2051793;ATLAS LIXA TELADA DISCO 150 GRAO 150 AT13/150;000089;UN;68051000;;LIXA;;;;;7896380108091;TRIBUTADO (CSOSN 102)
2051794;ATLAS LIXA TELADA DISCO 150 GRAO 180 AT13/180;000090;UN;68051000;;LIXA;;;;;7896380108107;TRIBUTADO (CSOSN 102)
2051795;ATLAS LIXA TELADA DISCO 150 GRAO 220 AT13/220;000091;UN;68051000;;LIXA;;;;;7896380108114;TRIBUTADO (CSOSN 102)
2051796;ATLAS LIXA TELADA DISCO 150 GRAO 240 AT13/240;000092;UN;68051000;;LIXA;;;;;7896380108541;TRIBUTADO (CSOSN 102)
2051797;ATLAS LIXA TELADA DISCO 150 GRAO 320 AT13/320;000093;UN;68051000;;LIXA;;;;;7896380108558;TRIBUTADO (CSOSN 102)
2051798;ATLAS LIXA TELADA DISCO 150 GRAO 400 AT13/400;000094;UN;68051000;;LIXA;;;;;7896380108565;TRIBUTADO (CSOSN 102)
2051799;ATLAS LIXA TELADA DISCO 150 GRAO 500 AT13/500;000095;UN;68051000;;LIXA;;;;;7896380196005;TRIBUTADO (CSOSN 102)
2051800;ATLAS LIXA TELADA DISCO 150 GRAO 600 AT13/600;000096;UN;68051000;;LIXA;;;;;7896380108572;TRIBUTADO (CSOSN 102)
2051898;ATLAS LIXA TELADA DISCO 150 GRAO 80 AT13/80;000194;UN;68051000;;LIXA;;;;;7896380108077;TRIBUTADO (CSOSN 102)
2051801;ATLAS LIXA TELADA DISCO 150 GRAO 800 AT13/800;000097;UN;68051000;;LIXA;;;;;7896380195992;TRIBUTADO (CSOSN 102)
2051896;ATLAS LIXA TELADA DISCO 180 GRAO 120 AT21/120;000192;UN;68051000;;LIXA;;;;;7896380109906;TRIBUTADO (CSOSN 102)
2051789;ATLAS LIXA TELADA DISCO 180 GRAO 150 AT21/150;000085;UN;68051000;;LIXA;;;;;7896380109913;TRIBUTADO (CSOSN 102)
2051790;ATLAS LIXA TELADA DISCO 180 GRAO 180 AT21/180;000086;UN;68051000;;LIXA;;;;;7896380109920;TRIBUTADO (CSOSN 102)
2051791;ATLAS LIXA TELADA DISCO 180 GRAO 220 AT21/220;000087;UN;68051000;;LIXA;;;;;7896380109937;TRIBUTADO (CSOSN 102)
2051897;ATLAS LIXA TELADA DISCO 180 GRAO 240 AT21/240;000193;UN;68052000;;LIXA;;;;;7896380109944;TRIBUTADO (CSOSN 102)
2051792;ATLAS LIXA TELADA DISCO 180 GRAO 320 AT21/320;000088;UN;68052000;;LIXA;;;;;7896380109951;TRIBUTADO (CSOSN 102)
2051706;ATLAS LIXA TELADA DISCO 180 GRAO 80 AT21/80;000002;UN;68051000;;LIXA;;;;;7896003894479;TRIBUTADO (CSOSN 102)
2051783;ATLAS LIXA TELADA DISCO 225 GRAO 120 AT14/120;000079;UN;68051000;;LIXA;;;;;7896380108121;TRIBUTADO (CSOSN 102)
2051784;ATLAS LIXA TELADA DISCO 225 GRAO 150 AT14/150;000080;UN;68051000;;LIXA;;;;;7896380108138;TRIBUTADO (CSOSN 102)
2051785;ATLAS LIXA TELADA DISCO 225 GRAO 180 AT14/180;000081;UN;68051000;;LIXA;;;;;7896380108145;TRIBUTADO (CSOSN 102)
2051786;ATLAS LIXA TELADA DISCO 225 GRAO 220 AT14/220;000082;UN;68051000;;LIXA;;;;;7896380108152;TRIBUTADO (CSOSN 102)
2051787;ATLAS LIXA TELADA DISCO 225 GRAO 240 AT14/240;000083;UN;68051000;;LIXA;;;;;7896380108169;TRIBUTADO (CSOSN 102)
2051788;ATLAS LIXA TELADA DISCO 225 GRAO 320 AT14/320;000084;UN;68051000;;LIXA;;;;;7896380108176;TRIBUTADO (CSOSN 102)
2051782;ATLAS LIXA TELADA DISCO 225 GRAO 80 AT14/80;000078;UN;68051000;;LIXA;;;;;7896003894448;TRIBUTADO (CSOSN 102)
2053537;ATLAS LUVA BANHADA EM PU EG AT1304EG;001833;UN;61161000;;GERAL;;;;;7896380108800;TRIBUTADO (CSOSN 102)
2053348;ATLAS LUVA BANHADA EM PU G AT1304G;001644;UN;61161000;;GERAL;;;;;7896380108794;TRIBUTADO (CSOSN 102)
2053631;ATLAS LUVA BANHADA EM PU M AT1304M;001927;UN;61161000;;GERAL;;;;;7896380108787;TRIBUTADO (CSOSN 102)
2053349;ATLAS LUVA DE ALGODAO PIGMENTADA EG 1303EG;001645;UN;61161000;;GERAL;;;;;7896380108770;TRIBUTADO (CSOSN 102)
2053350;ATLAS LUVA DE ALGODAO PIGMENTADA G AT1303G;001646;UN;61161000;;GERAL;;;;;7896380108763;TRIBUTADO (CSOSN 102)
2053351;ATLAS LUVA DE ALGODAO PIGMENTADA M AT1303M;001647;UN;61161000;;GERAL;;;;;7896380108756;TRIBUTADO (CSOSN 102)
2053170;ATLAS MASCARA DE FELTRO PFF2 C/ VAL. REF: AT2800;001466;UN;63079010;;GERAL;;;;;7896380195275;TRIBUTADO (CSOSN 102)
2053171;ATLAS MASCARA DE FELTRO PFF2 C/VALVULA CARVAO AT2600;001467;UN;63079010;;GERAL;;;;;7896380102440;TRIBUTADO (CSOSN 102)
2053169;ATLAS MASCARA DE FELTRO PFF2 S/ VAL. AT2700;001465;UN;63079010;;GERAL;;;;;7896380195268;TRIBUTADO (CSOSN 102)
2052014;ATLAS MISTURADOR MANUAL AT176/3;000310;UN;82079000;;GERAL;;;;;7896380100743;NÃO TRIBUTADO (CSOSN 400)
2053134;ATLAS MISTURADOR 176/1 40CM;001430;UN;82079000;;GERAL;;;;;7896380101467;TRIBUTADO (CSOSN 102)
2051829;ATLAS MISTURADOR 176/2 60CM;000125;UN;82079000;;GERAL;;;;;7896380101474;NÃO TRIBUTADO (CSOSN 400)
2053575;ATLAS NIVEL METALICO C/ IMA 10 AT182/10;001871;UN;90318099;;GERAL;;;;;7896380110308;TRIBUTADO (CSOSN 102)
2053576;ATLAS NIVEL METALICO C/ IMA 12 AT182/12;001872;UN;90318099;;GERAL;;;;;7896380110315;TRIBUTADO (CSOSN 102)
2053577;ATLAS NIVEL METALICO C/ IMA 14 AT182/14;001873;UN;90318099;;GERAL;;;;;7896380110322;TRIBUTADO (CSOSN 102)
2051980;ATLAS NIVELOPRO 25CM AT933/25;000276;UN;82055900;;GERAL;;;;;7896380195503;TRIBUTADO (CSOSN 102)
2051981;ATLAS NIVELOPRO 40CM AT933/40;000277;UN;82055900;;GERAL;;;;;7896380195527;TRIBUTADO (CSOSN 102)
2052013;ATLAS NIVELOPRO 60CM AT633;000309;UN;82055900;;GERAL;;;;;7896003894608;NÃO TRIBUTADO (CSOSN 400)
2051982;ATLAS NIVELOPRO 60CM AT933/60;000278;UN;82055900;;GERAL;;;;;7896380195541;TRIBUTADO (CSOSN 102)
2051983;ATLAS NIVELOPRO 80CM AT933/80;000279;UN;82055900;;GERAL;;;;;7896380195565;TRIBUTADO (CSOSN 102)
2053525;ATLAS OCULOS DE PROTECAO CINZA AT3300/2;001821;UN;90049020;;GERAL;;;;;7896380140701;TRIBUTADO (CSOSN 102)
2053524;ATLAS OCULOS DE PROTECAO INCOLOR AT3300/1;001820;UN;90049020;;GERAL;;;;;7896380140695;TRIBUTADO (CSOSN 102)
2053138;ATLAS PAD C/ CABO AJUSTAVEL  AT750/80;001434;UN;96034090;;GERAL;;;;;7896380105168;TRIBUTADO (CSOSN 102)
2053352;ATLAS PAD DE CANTOS C/ REFIL AT750/60;001648;UN;96034090;;GERAL;;;;;7896380105151;TRIBUTADO (CSOSN 102)
2053137;ATLAS PAD P/ RECORTE S/CABO AT751/70;001433;UN;96034090;;GERAL;;;;;7896003897456;TRIBUTADO (CSOSN 102)
2051891;ATLAS PAD PARA RECORTE PINTURA 750/70;000187;UN;96034090;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2053162;ATLAS PALHA DE ACO N '0' AT90/50;001458;UN;73231000;;GERAL;;;;;7896380173433;NÃO TRIBUTADO (CSOSN 400)
2053163;ATLAS PALHA DE ACO N '1' AT90/60;001459;UN;73231000;;GERAL;;;;;7896380173440;NÃO TRIBUTADO (CSOSN 400)
2053164;ATLAS PALHA DE ACO N '2' AT90/70;001460;UN;73231000;;GERAL;;;;;7896380173457;NÃO TRIBUTADO (CSOSN 400)
2053360;ATLAS PINCEL ARTISTICO CHATO PELO SUINO 915/10;001656;UN;96033000;;GERAL;;;;;7896380125319;TRIBUTADO (CSOSN 102)
2053359;ATLAS PINCEL ARTISTICO CHATO PELO SUINO 915/14;001655;UN;96033000;;GERAL;;;;;7896380125364;TRIBUTADO (CSOSN 102)
2053361;ATLAS PINCEL ARTISTICO CHATO PELO SUINO 915/18;001657;UN;96033000;;GERAL;;;;;7896380125418;TRIBUTADO (CSOSN 102)
2053358;ATLAS PINCEL ARTISTICO CHATO PELO SUINO 915/2;001654;UN;96033000;;GERAL;;;;;7896380125388;TRIBUTADO (CSOSN 102)
2053357;ATLAS PINCEL ARTISTICO CHATO PELO SUINO 915/22;001653;UN;96033000;;GERAL;;;;;7896380125371;TRIBUTADO (CSOSN 102)
2053356;ATLAS PINCEL ARTISTICO CHATO PELO SUINO 915/6;001652;UN;96033000;;GERAL;;;;;7896380125432;TRIBUTADO (CSOSN 102)
2053057;ATLAS PISTOLA PROF. P/ CALAFETAR METALICA AT177/2;001353;UN;82055900;;GERAL;;;;;7896380102563;TRIBUTADO (CSOSN 102)
2053354;ATLAS PORTA-TRINCHA P/ PROLON. AT179;001650;UN;39269090;;GERAL;;;;;7896380100651;TRIBUTADO (CSOSN 102)
2053172;ATLAS PROTETOR AUDITIVO PLASTICO REF: AT3100;001468;UN;39269040;;GERAL;;;;;7896380107179;TRIBUTADO (CSOSN 102)
2053539;ATLAS RASPADOR DE TINTA 6CM 275/6;001835;UN;82055900;;GERAL;;;;;7896380191666;TRIBUTADO (CSOSN 102)
2053234;ATLAS RASPADOR P/ REJUNTE ATR193;001530;UN;82055900;;GERAL;;;;;7896380195343;TRIBUTADO (CSOSN 102)
2051869;ATLAS RASPADOR 6CM;000165;UN;82055900;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2053139;ATLAS REFIL DE BUCHA PLAST P/ GARFO DUPLO PRO REF: AT3646;001435;UN;39269090;;GERAL;;;;;7896380109531;TRIBUTADO (CSOSN 102)
2053237;ATLAS REFIL DE LAMINA P/ ESTILETE 18MM AT175R;001533;UN;82119390;;GERAL;;;;;7896003897432;TRIBUTADO (CSOSN 102)
2053567;ATLAS REFIL ESTILETE TRAPEZOIDAL AT1409;001863;UN;82119390;;GERAL;;;;;7896380109715;TRIBUTADO (CSOSN 102)
2053355;ATLAS REFIL P/ PAD RECORTE AT751/35;001651;UN;96034090;;GERAL;;;;;7896003897463;TRIBUTADO (CSOSN 102)
2051892;ATLAS REFIL PARA PAD RECORTE PINTURA 750/35;000188;UN;96034090;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051884;ATLAS RODO MEDIO;000180;UN;96039000;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2053048;ATLAS ROLO ANTIGOTA POLIAMIDA DUP 46CM;001344;UN;96034010;;GERAL;;;;;7896380105236;TRIBUTADO (CSOSN 102)
2051846;ATLAS ROLO ANTIGOTA 15CM 321/15;000142;UN;96034010;;GERAL;;;;;7896380150731;NÃO TRIBUTADO (CSOSN 400)
2052964;ATLAS ROLO ANTIGOTA 23CM 321/10;001260;UN;96034010;;GERAL;;;;;7896380150113;TRIBUTADO (CSOSN 102)
2051974;ATLAS ROLO ANTIGOTA 5CM  LA 10MM AT321/5;000270;UN;96034010;;GERAL;;;;;7896380107445;NÃO TRIBUTADO (CSOSN 400)
2051969;ATLAS ROLO ANTIGOTA 9CM 321/9;000265;UN;96034010;;GERAL;;;;;7896380150724;NÃO TRIBUTADO (CSOSN 400)
2051845;ATLAS ROLO ANTI-GOTA 9CMM REF: 321/9;000141;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2053047;ATLAS ROLO ANTIRESP LA SINT 15CM AT773/15;001343;UN;96034010;;GERAL;;;;;7896003894950;TRIBUTADO (CSOSN 102)
2053541;ATLAS ROLO ANTIRESP LA SINT. 23CM 773/10;001837;UN;96034010;;GERAL;;;;;7896380193998;TRIBUTADO (CSOSN 102)
2053045;ATLAS ROLO ANTIRESP LA SINT 5CM AT773/5;001341;UN;96034010;;GERAL;;;;;7896003894929;TRIBUTADO (CSOSN 102)
2053046;ATLAS ROLO ANTIRESP LA SINT 9CM AT773/9;001342;UN;96034010;;GERAL;;;;;7896003894943;TRIBUTADO (CSOSN 102)
2052962;ATLAS ROLO BRASILEIRINHO 23CM AT2014;001258;UN;96034010;;GERAL;;;;;7896380103188;TRIBUTADO (CSOSN 102)
2051916;ATLAS ROLO DE ESPUMA CINZA 68MM  23CM 406/23;000212;UN;96034010;;GERAL;;;;;7896380140350;TRIBUTADO (CSOSN 102)
2052961;ATLAS ROLO DE ESPUMA 15CM 406/15A;001257;UN;96034010;;GERAL;;;;;7896380140633;TRIBUTADO (CSOSN 102)
2052959;ATLAS ROLO DE ESPUMA 5CM 406/5A;001255;UN;96034010;;GERAL;;;;;7896380140619;TRIBUTADO (CSOSN 102)
2052960;ATLAS ROLO DE ESPUMA 9CM 406/9A;001256;UN;96034010;;GERAL;;;;;7896380140626;TRIBUTADO (CSOSN 102)
2053638;ATLAS ROLO DE LA NATURAL 15CM 328/15;001934;UN;96034010;;GERAL;;;;;7896380190287;TRIBUTADO (CSOSN 102)
2053636;ATLAS ROLO DE LA NATURAL 9CM 328/9;001932;UN;96034010;;GERAL;;;;;7896380190270;TRIBUTADO (CSOSN 102)
2053545;ATLAS ROLO DE TEXTURA RUSTICA E CHAPISCO 23CM AT110/85;001841;UN;96034010;;GERAL;;;;;7896380140688;TRIBUTADO (CSOSN 102)
2053136;ATLAS ROLO DE TEXTURA RUSTICA 5CM AT1155/5;001432;UN;96034010;;GERAL;;;;;7896380105069;TRIBUTADO (CSOSN 102)
2052963;ATLAS ROLO DRYWALL LA '8' 23CM AT321/8;001259;UN;96034010;;GERAL;;;;;7896380100798;TRIBUTADO (CSOSN 102)
2051837;ATLAS ROLO ESPUMA 23CM 406/23A;000133;UN;96034010;;GERAL;;;;;7896380140640;NÃO TRIBUTADO (CSOSN 400)
2051847;ATLAS ROLO INDUSTRIAL 23CM 326/5;000143;UN;96034010;;GERAL;;;;;7896380150175;NÃO TRIBUTADO (CSOSN 400)
2053527;ATLAS ROLO LA CARNEIRO + POLIESTER  23CM 228/22;001823;UN;96034010;;GERAL;;;;;7896380190195;TRIBUTADO (CSOSN 102)
2052958;ATLAS ROLO MAXILA NATURAL 23CM AT328/25;001254;UN;96034010;;GERAL;;;;;7896380190140;TRIBUTADO (CSOSN 102)
2053053;ATLAS ROLO P/ MASSA NIVELOPRO 23CM AT1122/23;001349;UN;96034010;;GERAL;;;;;7896003895940;TRIBUTADO (CSOSN 102)
2051902;ATLAS ROLO RENDEPLUS DUPLO LA '19' 46CM AT927/19;000198;UN;96034010;;GERAL;;;;;7896380105243;TRIBUTADO (CSOSN 102)
2053628;ATLAS ROLO RENDEPLUS LA '10' 23CM 327/23 MF;001924;UN;96034010;;GERAL;;;;;7896380150038;TRIBUTADO (CSOSN 102)
2051967;ATLAS ROLO RENDEPLUS LA '19'  23CM 327/19;000263;UN;96034010;;GERAL;;;;;7896380150021;NÃO TRIBUTADO (CSOSN 400)
2051886;ATLAS ROLO RENDEPLUS LA '19' 15CM 327/15;000182;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2053365;ATLAS ROLO RENDEPLUS LA '19' 5CM AT327/5;001661;UN;96034010;;GERAL;;;;;7896380195299;TRIBUTADO (CSOSN 102)
2051887;ATLAS ROLO RENDEPLUS LA '19' 9CM AT327/9;000183;UN;96034010;;GERAL;;;;;7896380107469;NÃO TRIBUTADO (CSOSN 400)
2053542;ATLAS ROLO RESIMAX  9 CM 339/9A;001838;UN;96034010;;GERAL;;;;;7896380152292;TRIBUTADO (CSOSN 102)
2051878;ATLAS ROLO RESIMAX 15 CM 339/15A;000174;UN;96034010;;GERAL;;;;;7896380152315;NÃO TRIBUTADO (CSOSN 400)
2051877;ATLAS ROLO RESIMAX 23CM 339/5A;000173;UN;96034010;;GERAL;;;;;7896380152278;NÃO TRIBUTADO (CSOSN 400)
2051873;ATLAS ROLO RESIMAX 5CM 339/55A;000169;UN;96034090;;GERAL;;;;;7896380152308;NÃO TRIBUTADO (CSOSN 400)
2053621;ATLAS ROLO RESINA / EPOXI 23CM PISOS AT339/23;001917;UN;96034010;;GERAL;;;;;7896003896015;TRIBUTADO (CSOSN 102)
2053540;ATLAS ROLO TEXTURA EX. RUST DE ESPUMA 23CM 110/55;001836;UN;96034010;;GERAL;;;;;7896380192090;TRIBUTADO (CSOSN 102)
2051852;ATLAS ROLO TEXTURA FINA 23CM 110/75;000148;UN;96034010;;GERAL;;;;;7896380192069;NÃO TRIBUTADO (CSOSN 400)
2051851;ATLAS ROLO TEXTURA MEDIA 23CM 110/65;000147;UN;96034010;;GERAL;;;;;7896380140671;NÃO TRIBUTADO (CSOSN 400)
2051850;ATLAS ROLO TEXTURA RUSTICA 23CM 1155;000146;UN;96034010;;GERAL;;;;;7896380150502;NÃO TRIBUTADO (CSOSN 400)
2051903;ATLAS ROLO TEXTURA 37CM AT91155;000199;UN;96034010;;GERAL;;;;;7896380109654;TRIBUTADO (CSOSN 102)
2051864;ATLAS ROLO 10CM CABELO DE ANJO C/SUPORTE;000160;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051868;ATLAS ROLO 10CM C/SUPORTE DEMARCACAO;000164;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051893;ATLAS ROLO 15CM LA CARNEIRO CONJ AT328/15SR;000189;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051843;ATLAS ROLO 15CM LACARNEIRO REF:328/15;000139;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051874;ATLAS ROLO 15CM REF: 407/15 ANTI MARCAS;000170;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051862;ATLAS ROLO 15CM VELUDO 329/15;000158;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051888;ATLAS ROLO 23CM EXTRA PROFIMAX AT322/46;000184;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051968;ATLAS ROLO 23CM INDUSTRIAL 326/5;000264;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051844;ATLAS ROLO 23CM LA CARNEIRO 228/22;000140;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051841;ATLAS ROLO 23CM LACARNEIRO REF:328/22;000137;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051839;ATLAS ROLO 23CM LACARNEIRO 1000/22;000135;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051965;ATLAS ROLO 23CM LACARNEIRO 328/22;000261;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051840;ATLAS ROLO 23CM LACARNEIRO 328/25;000136;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051875;ATLAS ROLO 23CM PELECARNEIRO REF:1000;000171;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051964;ATLAS ROLO 23CM PELECARNEIRO 322/22;000260;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051966;ATLAS ROLO 23CM RESIMAX 339/5;000262;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051854;ATLAS ROLO 23CM TEXTURA ACABAMENTO 1107;000150;UN;96034010;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
