   ;Produto;Código;Cód Barras;Situação;Preço de Venda; 
;PISO CINZA 18L CORAL;000766;SEM GTIN;Inativo;369,9900; por LA
;PISOS E FACHADAS PREMIUM 18L - AMARELO DEM. - MATRIZ;000454;SEM GTIN;Inativo;1,0000; por LA
;PISOS E FACHADAS PREMIUM 18L - AZUL - MATRIZ;000451;SEM GTIN;Inativo;1,0000; por LA
;PISOS E FACHADAS PREMIUM 18L - BRANCO - MATRIZ;000446;SEM GTIN;Inativo;1,0000; por LA
;PISOS E FACHADAS PREMIUM 18L - CINZA - MATRIZ;000448;SEM GTIN;Inativo;1,0000; por LA
;PISOS E FACHADAS PREMIUM 18L - CINZA CHUMBO - MATRIZ;000449;SEM GTIN;Inativo;1,0000; por LA
;PISOS E FACHADAS PREMIUM 18L - CONCRETO - MATRIZ;000450;SEM GTIN;Inativo;1,0000; por LA
;PISOS E FACHADAS PREMIUM 18L - MARROM - MATRIZ;000413;SEM GTIN;Inativo;1,0000; por LA
;PISOS E FACHADAS PREMIUM 18L - VERDE - MATRIZ;000452;SEM GTIN;Inativo;1,0000; por LA
;PISOS E FACHADAS PREMIUM 18L - VERMELHO SEG. - MATRIZ;000453;SEM GTIN;Inativo;1,0000; por LA
;PISOS E FACHADAS PREMIUM 3,6L - AMARELO DEM. - MATRIZ;000455;SEM GTIN;Inativo;1,0000; por UN
;PISOS E FACHADAS PREMIUM 3,6L - AZUL - MATRIZ;000456;SEM GTIN;Inativo;1,0000; por UN
;PISOS E FACHADAS PREMIUM 3,6L - BRANCO - MATRIZ;000457;SEM GTIN;Inativo;1,0000; por UN
;PISOS E FACHADAS PREMIUM 3,6L - CINZA - MATRIZ;000458;SEM GTIN;Inativo;1,0000; por UN
;PIST COLA BASTAO EDA 10W PEQ BIV NBR;001059;7895315004316;Inativo;1,0000; por UN
;PIST COLA BASTAO EDA 40W GDE BIV NBR;001060;7895315004323;Inativo;1,0000; por UN
;PIST H-2000A GRAV HVLP 1.0MM;000243;SEM GTIN;Inativo;1,0000; por UN
;PIST H-827A KIT GRAV HVLP;000237;SEM GTIN;Inativo;1,0000; por UN
;PIST K3A AEROGRAFO 0.5MM;000239;SEM GTIN;Inativo;1,0000; por UN
;PIST MZ-112A AR DIRETO CAN ALUM;000240;SEM GTIN;Inativo;1,0000; por UN
;PIST PH-827F GRAV BICO 1.4MM;000241;SEM GTIN;Inativo;1,0000; por UN
;PIST PM-202 GRAV MED PROD 1.2MM;000238;SEM GTIN;Inativo;1,0000; por UN
;PIST P/TEXTURA;000244;SEM GTIN;Inativo;1,0000; por UN
;PIST SW-77A BAIXA PR C/CANECA;000242;SEM GTIN;Inativo;1,0000; por UN
;PISTOLA PARA PINTURA MS 36-78 BICO 1.2 - MEDIA PRODUCAO;000884;SEM GTIN;Inativo;1,0000; por UN
;PISTOLA PARA PINTURA MS 36-79 BICO 1.5 - ALTA PRODUCAO;000885;SEM GTIN;Inativo;1,0000; por UN
;PLACA CEGA QUADRADA 4X4 MILLENIUN - MEC-TRONIC;000773;SEM GTIN;Inativo;1,0000; por UN
;PLAF C/SOQ PORC ELITE DECORATIVO OCTOG;001112;7898663640014;Inativo;1,0000; por UN
;PLAFON C/SOQ PORC ELITE BR;001111;7898663641691;Inativo;1,0000; por UN
;PLASTICO BOLHA 1.20 X 50;001818;SEM GTIN;Inativo;1,0000; por UN
;POLIESTER AZUL OCEAN 0,900ML;000465;SEM GTIN;Inativo;1,0000; por QT
;POLIESTER GALACTICO MET TOYOTA 0,900ML BRAZILIAN;000714;SEM GTIN;Inativo;1,0000; por QT
;POLIESTER NOIR NACRE 0,900ML;000605;SEM GTIN;Inativo;1,0000; por QT
;POLIESTER POLARIS 0,900ML BRAZILIAN;000699;SEM GTIN;Inativo;1,0000; por QT
;POLIESTER PRETO LISZT 0,900ML;000604;SEM GTIN;Inativo;1,0000; por QT
;PORTA DE ALUMINIO 80 X 210 MTS L ESQUERDO;000445;SEM GTIN;Inativo;1,0000; por UN
;PORTA DE ALUMINIO 82 X 210 MTS L DIRETO;000444;SEM GTIN;Inativo;1,0000; por UN
;PRETO CADILAC DUCO PPG 0,900ML;000725;1001012096240;Inativo;1,0000; por UN
;PRETO FOSCO VINILICO COM CAT KIT 1/4;000535;SEM GTIN;Inativo;1,0000; por QT
;PRETO FOSCO VINILICO 600ML MAXI RUBBER;000655;7898031541417;Inativo;1,0000; por QT
;PRIMER DRYKO MANTA ACQUA 1L;001030;SEM GTIN;Inativo;1,0000; por UN
;PRIMER EPOXI PISO HPA KIT GALAO;000598;SEM GTIN;Inativo;1,0000; por GL
;PRIMER PU KP350 750ML PARTE A LAZZURIL;000468;SEM GTIN;Inativo;1,0000; por QT
;PRIMER PU 8.1.1 C/ CAT 900ML ROYAL;000696;SEM GTIN;Inativo;1,0000; por QT
;PRIMER REKOMAR PRA 501 3,6L RENNER;000447;SEM GTIN;Inativo;1,0000; por UN
;PRIMER UNIVERSAL BRANCO MAZA 3,6L;000927;SEM GTIN;Inativo;1,0000; por GL
;PROTECAO TOTAL A2 3.20;002355;7891260384589;Inativo;1,0000; por UN
;PROTETOR ELETR. DIGITAL DPS MAX DPS4-STD BIV/BIV (4770);000565;SEM GTIN;Inativo;1,0000; por UN
;PU HBE PISO RAL 3031 KIT A+B GALAO DOMI;000833;SEM GTIN;Inativo;1,0000; por GL
;PU PRETO FOSCO 0.675L LAZZURIL;000726;7891452734314;Inativo;1,0000; por QT
;PULVERIZADOR EXPORT 370ML - GUARANY;000870;SEM GTIN;Inativo;1,0000; por UN
;QUARTZO MICA PRIME;001813;9900000001315;Ativo;135,0000; por UN
;QUARTZOLIT ADIT PLASTIFICANTE P/ ARGAMASSAS 100ML;001940;7894174243072;Ativo;14,9000; por UN
;QUARTZOLIT ARGAMASSA SOBRE PISO POR EXT CINZA 20KG;001090;SEM GTIN;Inativo;1,0000; por UN
;QUARTZOLIT FITA VEDA TUDO 10X10M BRASILIT;001907;7898937679115;Inativo;1,0000; por UN
;QUARTZOLIT FITA VEDA TUDO 15X10M SLEEVE BRASILIT;001908;7898649615999;Inativo;1,0000; por UN
;QUARTZOLIT FITA VEDA TUDO 20X10M BRASILIT;001909;7898937679122;Inativo;1,0000; por UN
;QUARTZOLIT FITA VEDA TUDO 30X10M SLEEVE BRASILIT;001910;7898937679290;Inativo;1,0000; por UN
;QUARTZOLIT FITA VEDA TUDO 45X10M BRASILIT;001911;7898937679092;Inativo;1,0000; por UN
;QUARTZOLIT FITA VEDA TUDO 90X10M BRASILIT;001912;7898937679177;Inativo;1,0000; por UN
;QUARTZOLIT REJUNTE BRANCO1KG;001943;7897255911655;Inativo;1,0000; por UN
;QUARTZOLIT REJUNTE CERAMICA BRANCO 1KG;001913;1083610015007;Inativo;1,0000; por UN
;QUEROSENE 18 L ITAQUA;000713;SEM GTIN;Inativo;1,0000; por UN
;QUEROSENE 5 L ITAQUA;000658;SEM GTIN;Ativo;98,9000; por UN
;R - PRETO;002348;7730149658727;Ativo;98,2700; por UN
;REGULADOR GAS ALIANCA 504 PEQ;001150;7891249058319;Inativo;1,0000; por UN
;REJUNTE BRANCO QUARTZ 1 KG;000441;SEM GTIN;Inativo;1,0000; por UN
;REJUNTE PORCEL CZ/ PLATINA QUARTZ 1 KG;000443;SEM GTIN;Inativo;1,0000; por UN
;REJUNTE PORCEL CZ-PLATINA QUARTZ 1KG;000616;7897255917640;Inativo;1,0000; por UN
;REJUNTE PRETO QUARTZ 1 KG;000442;SEM GTIN;Inativo;1,0000; por UN
;REMOVEDOR DE TINTAS PINTOFF SPARLACK 1L;000675;SEM GTIN;Inativo;1,0000; por QT
;REMOVEDOR DE TINTAS PINTOFF SPARLACK 5L;000779;SEM GTIN;Inativo;1,0000; por GL
;RENDE & COBRE MUITO A2 0.80;002394;SEM GTIN;Inativo;1,0000; por UN
;RENDE & COBRE MUITO A2 16.00;002396;7891260516911;Inativo;1,0000; por UN
;RENDE & COBRE MUITO A2 3.20;002395;SEM GTIN;Inativo;1,0000; por UN
;RENDE MUITO AZUL PROFUNDO 3,60;000348;SEM GTIN;Inativo;109,9900; por GL
;RENDE MUITO VERDE KIWI 18L CORAL;000879;SEM GTIN;Inativo;449,9900; por LA
;RENOVA AZULEJOS EPOXI B/AGUA AC BRANCO 0.9 L - CORAL;000519;7891019176588;Ativo;87,9000; por QT
;RENOVA AZULEJOS EPOXI B/AGUA BR BRANCO 0.9 L - CORAL;000520;7891019176403;Ativo;87,9000; por QT
;RENOVA AZULEJOS EPOXI B/AGUA BR BRANCO 3.6 L - CORAL;000432;7891019176397;Ativo;359,9900; por GL
;RENOVA GESSO & DRYWALL 18L CORAL;000559;7891019139729;Ativo;379,5400; por LA
;RENOVA GESSO & DRYWALL 3,6L CORAL;000560;7891019139712;Ativo;116,3000; por GL
;REPARADOR FLEXIVEL 530G - ALABASTINE;000829;7891019915521;Inativo;1,0000; por UN
;RES CORONA GORDUCHA 3T 220V/5400W;001077;7891071441204;Inativo;1,0000; por UN
;RES CORONA GORDUCHA 4T 220V/5700W;001078;7891071451104;Inativo;1,0000; por UN
;RES CORONA MINHADUCHA 4T 220V 6200W;001076;7891071771004;Inativo;1,0000; por UN
;RES L&C BELLA ULTRA 4T 6800W 220V 3065F;001068;7896451876669;Inativo;1,0000; por UN
;RES L&C BELLA/FASHION 220V 6800W 3056A;001080;7896451845092;Inativo;1,0000; por UN
;RES L&C MAXI/BELLO 220V 5500W 055A;001079;7896451800497;Inativo;1,0000; por UN
;RESINA ACRILICA INCOLOR 5L CORAL;000533;7891019173327;Inativo;1,0000; por UN
;RESINA ACRILICA SOLVENTE 18 LTS HIDRONORT;001558;SEM GTIN;Inativo;1,0000; por LA
;RESINA ADESIVO P/ LAMINACAO 400GR CARPLAST;000720;7898031547211;Inativo;1,0000; por UN
;RESINA INCOLOR 3,6L FOSCA BAUTECH;000317;SEM GTIN;Inativo;1,0000; por UN
;RESISTENCIA LOREN SHOWER ULTRA 3065-M 7500W 220V LORENZETTI;001174;SEM GTIN;Inativo;1,0000; por UN
;RESPIRADOR FACIAL 1/4 C/FILTRO VOGA PLAS;001410;7898494155442;Inativo;1,0000; por UN
;RESPIRADOR FACIEL 1' 4 C FILTRO VOGA PLUS;001375;7898554013972;Inativo;1,0000; por UN
;RESTAURACAO IMPER 18L CORAL;000703;SEM GTIN;Inativo;1,0000; por UN
;RETHANE DAA 655 PRETO N-1,0 RENNER;001021;SEM GTIN;Inativo;1,0000; por GL
;REVRAN FHD 870 (N) VERDE  2,5G 4/8;001023;SEM GTIN;Inativo;1,0000; por GL
;RODO BRILHEX COM CABO 30CM;001132;7897750786079;Inativo;1,0000; por UN
;RODO LIMPEZA PESADA 40CM ATLAS;000892;SEM GTIN;Inativo;1,0000; por UN
;ROLO ESPUMA TIGRE AMARELA 05CM C/C 1341;002501;7891395000057;Ativo;5,9900; por UN
;ROLO LA SINT 1375-150 SEM RESPINGO ( NOVO );001285;7891395040046;Ativo;23,9900; por UN
;ROLO LA SINTETICA TIGRE 23CM S/C 1312;002595;9900000000585;Ativo;15,9900; por UN
;ROLO LONA PLASTICA PRETA 04 X 100M - NEGREIRA;001398;7890202101116;Ativo;323,6500; por UN
;ROLO LONA PLASTICA PRETA 04 X 50M - NEGREIRA;001237;7895099284300;Ativo;217,9900; por UN
;ROLO PLASTICO BOLHA 100ML 130X100;000536;SEM GTIN;Inativo;1,0000; por QT
;ROLO TEXTURA ALTA 1355 S/C AMARE;002711;7891395000958;Ativo;25,0000; por UN
;ROLO 23CM REF:1376 ANTIRESPINGO-TIGRE;000224;SEM GTIN;Ativo;15,9000; por UN
;S - BRANCO;002349;SEM GTIN;Ativo;1,0000; por UN
;S BONDER ORIGINAL 3GR +1,5G;000505;7891200016846;Inativo;1,0000; por UN
;S BONDER 5 GR 5 GR;000504;7891200234257;Inativo;1,0000; por UN
;SACO DE LIXO 100 LITROS;000831;SEM GTIN;Inativo;1,0000; por UN
;SACO PARA ENTULHO - NYLON PESO 30KG;000975;SEM GTIN;Inativo;1,0000; por UN
;SALVA BRAS VESTIMENTA PRO SKIN 3 TAM.GG;000027;7898489542394;Inativo;1,0000; por UN
;SALVA CANTO CANTONEIRA 50X50X3X200M;002066;SEM GTIN;Ativo;26,0000; por UN
;SALVA DEGRAU C/ 10 UN;000030;SEM GTIN;Inativo;1,0000; por UN
;SALVA METAL 0,1M X 75M;000070;SEM GTIN;Inativo;1,0000; por UN
;SALVA PINTURA 0,55CM X 20M SEM DISPENSER;000066;SEM GTIN;Inativo;1,0000; por UN
;SALVA PINTURA 1,10CM X 20M SEM DISPENSER;000029;SEM GTIN;Inativo;1,0000; por UN
;SALVA PINTURA 1,40CM X 20M SEM DISPENSER;000071;SEM GTIN;Inativo;1,0000; por UN
;SALVA PINTURA 2,70CM X 17M SEM DISPENSER;000049;SEM GTIN;Inativo;1,0000; por UN
;SALVA PISO 1,00M X 25M;000031;SEM GTIN;Inativo;1,0000; por UN
;SALVA QUINA 1,80M;000026;SEM GTIN;Inativo;1,0000; por UN
;SALVA VESTIMENTA PRO SKIN 3 TAM.G;000028;7898489542387;Inativo;1,0000; por UN
;SALVABRAS KRAFT MASCARAMENTO 30 CM X 20M;001388;SEM GTIN;Ativo;7,7400; por UN
;SALVABRAS SALVA BANCADA 0,60M X 25MT;001389;751320369314;Ativo;112,2400; por UN
;SALVABRAS SALVA ENTULHO 10 SACOS;001323;SEM GTIN;Ativo;50,0000; por UN
;SALVABRAS SALVA METAIS 0,1M X 75M;001391;SEM GTIN;Ativo;25,9000; por UN
;SALVABRAS SALVA PINTURA 20M X 0,45M;001385;751320368553;Ativo;30,1000; por UN
;SALVABRAS SALVA PINTURA 20M X 0,90M;001386;SEM GTIN;Ativo;35,4000; por UN
;SALVABRAS SALVA PINTURA 20M X 1,50M;001322;751320368577;Ativo;65,2000; por UN
;SALVABRAS SALVA PINTURA 20M X 2,40M;001387;SEM GTIN;Ativo;89,6800; por UN
;SALVABRAS SALVA PISO 1,00X25MTS;001299;SEM GTIN;Inativo;1,0000; por UN
;SALVABRAS SALVA RALO 10 MM;001392;SEM GTIN;Ativo;2,7000; por UN
;SALVABRAS SALVA RALO 10CMM;001476;SEM GTIN;Ativo;14,1600; por UN
;SALVABRAS SALVA RALO 15 MM;001393;751320369291;Ativo;15,6900; por UN
;SALVABRAS SALVA RALO 15CMM;001477;SEM GTIN;Ativo;15,6900; por UN
;SALVABRAS SALVA TOMADA 4X2;001394;SEM GTIN;Ativo;22,1800; por UN
;SALVABRAS SALVA TOMADA 4X4;001395;SEM GTIN;Ativo;23,6000; por UN
;SALVABRAS SALVA VIDRO 0,60M X 25M;001390;751320369468;Ativo;105,7800; por UN
;SANRO LUVA TOP AMARELA 'G' PAR 16L;000476;7896243101870;Inativo;1,0000; por UN
;SANRO LUVA TOP AMARELA 'M' PAR;000499;7896243101863;Inativo;1,0000; por UN
;SANRO LUVA TOP AMARELA 'P' PAR;000500;7896243101856;Inativo;1,0000; por UN
;SANRO LUVA TOP AMARELA 'XG' PAR;000501;7896243101887;Inativo;1,0000; por UN
;SAT CONTROL ID;000563;7898964440115;Inativo;1,0000; por UN
;SELA TRINCA SIKACRIL;001300;SEM GTIN;Inativo;1,0000; por UN
;SELACALHA 500G DGFLEX;001191;SEM GTIN;Ativo;29,6000; por UN
;SELADOR / VERNIZ EPOXI CVS 301 2,7L;000638;SEM GTIN;Inativo;1,0000; por GL
;SELADOR ACRILICO CORAL 3,6 L;000712;7891019106028;Ativo;76,3800; por GL
;SELADOR BERGA UNIVERSAL 5LT PONTOTAKE;001025;SEM GTIN;Inativo;1,0000; por UN
;SELADORA P/ MADEIRA BASE AGUA SPARLACK 3,6L - CORAL;000349;SEM GTIN;Ativo;146,9000; por GL
;SELATRINCA BRANCO 3,6L BRICOL;000734;SEM GTIN;Inativo;1,0000; por UN
;SERRA BIMETAL UNIQUE STARRETT 24D;001054;7891265403315;Inativo;1,0000; por UN
;SIFAO AJUST MULTIUSO 66CM BRANCO;000922;7898482244561;Inativo;1,0000; por UN
;SIKAKRYL SELANTE ACR P/TRINCA GALAO 5KG;001306;7896785315490;Inativo;1,0000; por UN
;SILICONE ACETICO FLEXITE USO GERAL 50G HENKEL;000818;SEM GTIN;Inativo;1,0000; por UN
;SILICONE BRANCO TUBO - BARONE;000774;SEM GTIN;Inativo;1,0000; por UN
;SILICONE NEUTRO DOWSIL CPS BRANCO 280ML / 423GRS;001193;SEM GTIN;Inativo;1,0000; por UN
;SODA CAUSTICA 500G - LINHAL;000249;7898122760550;Inativo;1,0000; por UN
;SOL E CHUVA IMPER 18L PREMIUM - CORAL - BRANCO;000876;SEM GTIN;Inativo;589,9900; por LA
;SOLUCAO DESOLEANTE/400  900 ML  - SHERWIN-WILLIAMS;000568;7891452207368;Inativo;1,0000; por UN
;SPARLACK EXTRA MARITIMO ACET NATURAL-  0,9L 02.07.070;002801;7891019170913;Ativo;61,9800; por QT
;SPARLACK EXTRA MARITIMO BR NATURAL-  0,9L 02.07.050;002802;7891574012369;Ativo;55,6600; por QT
;SPARLACK EXTRA MARITIMO BR NATURAL 0,900ML;001189;SEM GTIN;Inativo;1,0000; por UN
;SPARLACK EXTRA MARITIMO BR NATURAL 3,6L;001086;SEM GTIN;Inativo;1,0000; por GL
;SPARLACK NEUTREX CAST.AVERMELHADO- 3,60 L - CORAL;000481;7891574012093;Inativo;1,0000; por UN
;SPARLACK NEUTREX MOGNO AV 0,9 L - CORAL;000667;7891574057339;Inativo;1,0000; por QT
;SPARLACK PINTOFF REMOVEDOR 1LT 02.13.005;002759;7891019172184;Ativo;72,9900; por UN
;SPARLACK SELADORA P/MAD SOLVENTE 0,900ML;000644;7891574033265;Ativo;59,0200; por QT
;SPARLACK SELADORA P/MAD SOLVENTE 3,6L;000645;7891574033258;Ativo;179,2000; por GL
;SPARLACK SELADORA P/MAD.BASE AGUA 0,9L;000506;7891019172924;Ativo;67,9900; por QT
;SPARLACK SELADORA P/MAD.BASE AGUA 3,60;000507;7891019172917;Ativo;159,0000; por GL
;SPARLACK STAIN CETOL IMBUIA ACET 0,900ML;001098;SEM GTIN;Inativo;1,0000; por UN
;SPARLACK STAIN CETOL IMBUIA ACET 3,6 L - CORAL;000629;7891574063767;Ativo;219,0000; por GL
;SPARLACK STAIN CETOL MOGNO ACET 3,6 L - CORAL;001186;SEM GTIN;Inativo;1,0000; por UN
;SPARLACK STAIN CETOL NATURAL ACET 0,9 L - CORAL;001188;SEM GTIN;Inativo;1,0000; por QT
;SPARLACK TINGIDOR IMBUIA 100M - CORAL;000477;7891574065181;Inativo;1,0000; por UN
;SPRAY DSCOLOR ALTA TEMPERATURA 400ML / ALUMINIO FOSCO 50507;002768;7898693154901;Ativo;25,0000; por UN
;SPRAY DSCOLOR ALTA TEMPERATURA 400ML / BRANCO FOSCO 50508;002465;7898693154918;Ativo;25,0000; por UN
;SPRAY DSCOLOR ALTA TEMPERATURA 400ML / PRETO FOSCO 50509;002464;7898693154925;Ativo;25,0000; por UN
;SPRAY DSCOLOR ALTA TEMPERATURA 400ML / VERMELHO FOSCO 50510;002466;7898693154932;Ativo;25,0000; por UN
;SPRAY DSCOLOR LUMINOSO 400ML / AMARELO 50511;002469;7898693154949;Ativo;25,0000; por UN
;SPRAY DSCOLOR LUMINOSO 400ML / LARANJA 50512;002468;7898693154956;Ativo;25,0000; por UN
;SPRAY DSCOLOR LUMINOSO 400ML / PINK 50513;002470;7898693154963;Ativo;25,0000; por UN
;SPRAY DSCOLOR LUMINOSO 400ML / VERDE 50514;002467;7898693154970;Ativo;25,0000; por UN
;SPRAY DSCOLOR USO GERAL 400ML / AMARELO 50529;002769;7898693155137;Ativo;20,0000; por UN
;SPRAY DSCOLOR USO GERAL 400ML / AZUL CLARO 50530;002766;7898693155144;Ativo;20,0000; por UN
;SPRAY DSCOLOR USO GERAL 400ML / AZUL ESCURO 50531;002765;7898693155151;Ativo;20,0000; por UN
;SPRAY DSCOLOR USO GERAL 400ML / AZUL MEDIO 50532;002764;7898693155168;Ativo;20,0000; por UN
;SPRAY DSCOLOR USO GERAL 400ML / BRANCO BRILHO 50533;002482;7898693155175;Ativo;20,0000; por UN
;SPRAY DSCOLOR USO GERAL 400ML / BRANCO FOSCO 50534;002481;7898693155182;Ativo;20,0000; por UN
;SPRAY DSCOLOR USO GERAL 400ML / BRANCO PRIMER 50535;002471;7898693155199;Ativo;25,0000; por UN
;SPRAY DSCOLOR USO GERAL 400ML / CINZA CLARO 50552;002475;7898693156424;Ativo;20,0000; por UN
;SPRAY DSCOLOR USO GERAL 400ML / CINZA ESCURO 50553;002474;7898693156431;Ativo;20,0000; por UN
;SPRAY DSCOLOR USO GERAL 400ML / CINZA FUNDO PRIMER 50537;002472;7898693155212;Ativo;25,0000; por UN
;SPRAY DSCOLOR USO GERAL 400ML / MARROM 50539;002479;7898693155236;Ativo;20,0000; por UN
;SPRAY DSCOLOR USO GERAL 400ML / PRETO BRILHO 50540;002484;7898693155243;Ativo;20,0000; por UN
;SPRAY DSCOLOR USO GERAL 400ML / PRETO FOSCO 50541;002483;7898693155250;Ativo;20,0000; por UN
;SPRAY DSCOLOR USO GERAL 400ML / VERDE CLARO 50544;002473;7898693155281;Ativo;20,0000; por UN
;SPRAY DSCOLOR USO GERAL 400ML / VERDE ESCURO 50545;002770;7898693155298;Ativo;20,0000; por UN
;SPRAY DSCOLOR USO GERAL 400ML / VERMELHO FOSCO 50547;002478;7898693155311;Ativo;20,0000; por UN
;SPRAY DSCOLOR USO GERAL 400ML / VERMELHO 50546;002480;7898693155304;Ativo;20,0000; por UN
;SPRAY DSCOLOR USO GERAL 400ML / VERNIZ BRILHO 50548;002767;7898693155328;Ativo;25,0000; por UN
;SUP MICROONDAS MULTIVISAO F100 PRETO;001114;7896643400030;Inativo;1,0000; por UN
;SUP MICROONDAS MULTIVISAO F200 BRANCO;001113;7896643400047;Inativo;1,0000; por UN
;SUPER BONDER MEGA 100GR;000102;7891200017379;Inativo;1,0000; por UN
;SUPER BONDER MEGA 20GR;000213;7891200015153;Inativo;1,0000; por UN
;SUPER CASA CELULOIDE 8,5 X 13 CM RETA;001102;1463964501121;Inativo;1,0000; por UN
;SUPER CASA CELULOIDE 8,5 X 7,5 CM RAIADA;001355;1463964501120;Inativo;1,0000; por UN
;SUPER CASA ESPATULA PAZINHA 7,5 X 14,5 AZUL / TRASNPARENTE;001356;1463964501122;Inativo;1,0000; por UN
;SUPER CASA ESPATULA 7,2 X 9,4 CM PEQUENA AMARELO / AZUL;001357;1463964501123;Inativo;1,0000; por UN
;SUPER LAVAVEL PREM 3,6L - BRANCO GELO - CORAL;000322;SEM GTIN;Inativo;149,9900; por GL
;SUPORTE DE LIXA COM CABO COMPEL;001101;SEM GTIN;Inativo;1,0000; por UN
;SUPORTE P/DESEMP BEROX VERSATIL COMPEL;000215;7897613524893;Inativo;1,0000; por UN
;SUPORTE P/LIXA 100/3 ATLAS;000306;SEM GTIN;Ativo;2,0000; por UN
;SUPORTE P/LIXA 100/4 ATLAS;000307;SEM GTIN;Ativo;2,0000; por UN
;SUPORTE ROLO 23CM TIGRE 1301;002496;9900000000066;Ativo;16,9900; por UN
;SUV ABSOLUTO PRM VERDE SELVA;001920;7898576315375;Inativo;1,0000; por UN
;SUV ACR FO FAC PRO SUPER  BRANCO NEVE -18L;001796;7891260561430;Inativo;1,0000; por LA
;SUV ACR FO GESSO DRYWALL -18L;001797;7891260431955;Ativo;354,7700; por LA
;SUV ACR FO PIS AMARELO DEMARCACAO -18L;001381;7891260058008;Inativo;1,0000; por LA
;SUV ACR FO PIS CERAMICA -18L ( NOVO );001267;7891260058275;Inativo;1,0000; por LA
;SUV ACR FO SU LIMPEZA TOTAL BRANCO - 3,6L;001396;7891260440636;Inativo;1,0000; por UN
;SUV ACR FO TETOS BRANCO NEVE - 0,9L;001479;SEM GTIN;Inativo;67,6000; por QT
;SUV ACR FOSCO BRANCO MAXIMA EFICI 18L SUVINIL;001178;SEM GTIN;Inativo;213,3200; por LA
;SUV ACR FOSCO PISO PRETO -18L;001224;7891260058312;Ativo;439,9000; por LA
;SUV ACR TETO BRANCO 3,6 LT;000416;7891260179772;Ativo;219,9000; por GL
;SUV ACR TETO BRANCO 900 ML;000417;7891260179116;Ativo;69,9000; por QT
;SUV AGUARAS 900 ML;000354;7891260051528;Ativo;32,8300; por UN
;SUV AGUARRAS 5 LT;000353;7891260179765;Ativo;194,2400; por UN
;SUV CIMENTO QUEIMADO CINZA MEDIO 5KG;001509;SEM GTIN;Inativo;1,0000; por UN
;SUV CIMENTO QUEIMADO 5KG - AVENIDA EXPRESSA;000329;7891260475591;Ativo;261,4000; por UN
;SUV CIMENTO QUEIMADO 5KG - DIA DE CHUVA;000333;7891260475584;Ativo;261,4000; por UN
;SUV CIMENTO QUEIMADO 5KG - PEDRA ROSADA;000332;7891260475461;Ativo;261,4000; por UN
;SUV CIMENTO QUEIMADO 5KG - SELVA DE PEDRA;000331;7891260475478;Ativo;261,4000; por UN
;SUV CIMENTO QUEIMADO 5KG - TUNEL DE CONCRETO;000328;7891260475485;Ativo;261,4000; por UN
;SUV CIMENTO QUEIMADO 5KG - VISTA NOTURNA;000330;7891260475492;Ativo;261,4000; por UN
;SUV CORANTE SUVINIL AMARELO;000355;7891260060490;Ativo;7,0000; por UN
;SUV CORANTE SUVINIL AZUL;000357;7891260060568;Ativo;7,0000; por UN
;SUV CORANTE SUVINIL CASTANHO;000363;7891260060544;Ativo;14,8300; por UN
;SUV CORANTE SUVINIL LARANJA;000358;7891260060520;Ativo;7,0000; por UN
;SUV CORANTE SUVINIL OCRE;000359;7891260060506;Ativo;7,0000; por UN
;SUV CORANTE SUVINIL PRETO;000360;7891260060537;Ativo;7,0000; por UN
;SUV CORANTE SUVINIL VERDE;000361;7891260060551;Ativo;7,0000; por UN
;SUV CORANTE SUVINIL VERMELHO;000362;7891260060513;Ativo;7,0000; por UN
;SUV ESM AC SEC RAP BRANCO 900 ML;001248;SEM GTIN;Ativo;59,7300; por QT
;SUV ESM ALUMINIO BRTE 900 ML SOLVETE;000407;7891260024294;Ativo;69,9900; por QT
;SUV ESM AMARELO OURO BRTE 3,6 LT SOLVENTE;000371;SEM GTIN;Ativo;199,9900; por GL
;SUV ESM AZUL DEL REY BRTE 3,6 LT SOLVENTE;000370;7891260023181;Ativo;199,9900; por GL
;SUV ESM AZUL DEL REY BRTE 900 ML SOLVENTE;000396;7891260023198;Ativo;49,9900; por QT
;SUV ESM BR AZUL FRANCA 900 ML SOLVENTE;000395;7891260024812;Ativo;59,9900; por QT
;SUV ESM BR SEMPRE BRANCO - 3,6 LT;001272;7891260451076;Ativo;199,9900; por GL
;SUV ESM BR SEMPRE BRANCO 900 ML;001268;7891260451045;Ativo;77,9900; por QT
;SUV ESM BRANCO ACT AGUA 900 ML;000423;7891260250440;Ativo;62,9900; por QT
;SUV ESM BRANCO ACT 3,6 LT AGUA;000381;7891260250402;Ativo;209,9900; por GL
;SUV ESM BRANCO ACT 3,6 LT SOLVENTE;000405;7891260025086;Ativo;199,9900; por GL
;SUV ESM BRANCO ACT 900 ML SOLVENTE;000406;7891260025093;Ativo;53,9900; por QT
;SUV ESM BRANCO BR AGUA 900 ML;000421;7891260250419;Ativo;52,9900; por QT
;SUV ESM BRANCO BRTE  3,6 LT SOLVENTE;000377;7891260022665;Ativo;199,9900; por GL
;SUV ESM BRANCO BRTE 900 ML SOLVENTE;000378;7891260022672;Ativo;64,9900; por QT
;SUV ESM BRANCO FOSCO 3,6 LT AGUA;001245;7891260532294;Ativo;199,9900; por GL
;SUV ESM BRANCO FOSCO 3,6 LT SOLVENTE;000408;7891260026861;Ativo;199,9900; por GL
